Incident ID,Incident Date/Time,Agency,Incident Type,Town of Incident,County of Incident,County of Arrest,Arrest Statute,Arresting Agency,Arrestee Gender,Arrestee Age,Count
14D304958,12/11/2014 11:00:00 PM,VSP: Royalton,Accident - Property|Drive/Operate Under Influence,Randolph,Orange,Orange,23V1201,VSP: Royalton,Male,20,1
14C204072,12/13/2014 01:18:00 AM,VSP: New Haven,Drive/Operate Under Influence|Accident - Property,Bristol,Addison,Addison,23V1201,VSP: New Haven,Male,56,1
14A305515,12/13/2014 03:31:00 AM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,East Montpelier,Washington,Washington,23V1201,VSP: Middlesex,Male,38,1
14A205590,12/14/2014 11:49:00 PM,VSP: Saint Albans,Drive/Operate Under Influence|DLS|Accident - Property,Swanton,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,27,1
14A305597,12/17/2014 09:15:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Orange,Orange,Orange,23V1201,VSP: Middlesex,Male,54,1
14D203610,12/19/2014 12:30:00 AM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence|Accident - Property|Disorderly Conduct,Jamaica,Windham,Windham,23V1201,VSP: Brattleboro,Male,30,1
14C304176,12/21/2014 02:06:00 AM,VSP: Shaftsbury,Accident - Injury|Drive/Operate Under Influence,Dorset,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,20,1
14B204187,12/21/2014 01:00:00 PM,VSP: Derby,Drive/Operate Under Influence|Accident - Injury,Barton,Orleans,Orleans,23V1201,VSP: Derby,Male,43,1
14C204148,12/21/2014 11:32:00 PM,VSP: New Haven,Drive/Operate Under Influence|C&N Operation|Accident - Property|Traffic Stop,Whiting,Addison,Addison,23V1201,VSP: New Haven,Male,25,1
14C204159,12/22/2014 07:01:00 PM,VSP: New Haven,Drive/Operate Under Influence|Accident - Property,Bristol,Addison,Addison,23V1201,VSP: New Haven,Female,59,1
14D103997,12/23/2014 04:05:00 PM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence|Traffic Stop|Other,Westminster,Windham,Windham,23V1201A1#1,VSP: Rockingham,Female,49,1
14A105893,12/23/2014 05:05:00 PM,VSP: Williston,Accident - Property|Drive/Operate Under Influence,Cambridge,Lamoille,Lamoille,23V1201,VSP: Williston,Male,24,1
14A305722,12/24/2014 07:10:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Middlesex,Washington,Washington,23V1201,VSP: Middlesex,Male,33,1
14D104026,12/26/2014 07:59:00 PM,VSP: Rockingham,Liquor Violations|Drive/Operate Under Influence|Accident - Property,Weathersfield,Windsor,Windsor,23V1201A1#1,VSP: Rockingham,Male,20,1
14B104203,12/27/2014 01:45:00 AM,VSP: Saint Johnsbury,Accident - Property|C&N Operation|Drive/Operate Under Influence,Lyndon,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Male,24,1
14C107354,12/27/2014 04:48:00 AM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property|Drug Crime - General|Other,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,22,1
14A305770,12/28/2014 12:21:00 AM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence,Warren,Washington,Washington,23V1201,VSP: Middlesex,Male,27,1
14B204282,12/30/2014 12:22:00 AM,VSP: Derby,Accident - Injury|Drive/Operate Under Influence,Westfield,Orleans,Orleans,23V1201,VSP: Derby,Male,24,1
15C200001,01/01/2015 12:58:00 AM,VSP: New Haven,Drive/Operate Under Influence|Accident - Property,Bristol,Addison,Addison,23V1201,VSP: New Haven,Male,63,1
15A200005,01/01/2015 04:40:00 AM,VSP: Saint Albans,Accident - Property|Drive/Operate Under Influence,Swanton,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,52,1
15A200007,01/01/2015 07:49:00 AM,VSP: Saint Albans,Accident - Property|Drive/Operate Under Influence|Accident - Property,Swanton,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,54,1
15B200025,01/03/2015 12:32:00 AM,VSP: Derby,Drive/Operate Under Influence|Attempting to Elude Police|Accident - Property,Barton,Orleans,Orleans,23V1201,VSP: Derby,Male,34,1
15B300020,01/04/2015 05:00:00 PM,VSP: Bradford,Accident - Injury|Drive/Operate Under Influence,Bradford,Orange,Orange,23V1201B1#1/R,VSP: Bradford,Female,33,1
15A300117,01/08/2015 02:09:00 AM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Injury,Waterbury,Washington,Washington,23V1201,VSP: Middlesex,Male,37,1
15C100162,01/08/2015 11:17:00 PM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Rutland Town,Rutland,Rutland,23V1201,VSP: Rutland,Female,29,1
15D300078,01/08/2015 11:57:00 PM,VSP: Royalton,Accident - Property|Drive/Operate Under Influence,Hartford,Windsor,Windsor,23V1201,VSP: Royalton,Male,26,1
15D200084,01/09/2015 06:34:00 PM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence,Vernon,Windham,Windham,23V1201,VSP: Brattleboro,Female,51,1
15A200128,01/11/2015 01:35:00 AM,VSP: Saint Johnsbury,Accident - Property|Drive/Operate Under Influence|C&N Operation,Enosburgh,Franklin,Franklin,23V1201,VSP: Saint Johnsbury,Male,21,1
15A300178,01/11/2015 06:30:00 PM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence,Warren,Washington,Washington,23V1201,VSP: Middlesex,Female,45,1
15B100130,01/12/2015 06:28:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property|Accident - Property,Wheelock,Caledonia,Caledonia,23V1201A1#1/R,VSP: Saint Johnsbury,Male,47,1
15D200117,01/12/2015 10:30:00 PM,VSP: Brattleboro,Accident - Injury|Drive/Operate Under Influence,Dummerston,Windham,Windham,23V1201,VSP: Brattleboro,Female,34,1
15B300105,01/13/2015 11:15:00 PM,VSP: Bradford,Accident - Property|Drive/Operate Under Influence,Ryegate,Caledonia,Caledonia,23V1201,VSP: Bradford,Male,23,1
15B300106,01/14/2015 04:00:00 AM,VSP: Bradford,Drive/Operate Under Influence|Accident - Property,Thetford,Orange,Orange,23V1201,VSP: Bradford,Male,25,1
15D100148,01/14/2015 11:50:00 PM,VSP: Rockingham,Drive/Operate Under Influence|Accident - Property,Cavendish,Windsor,Windsor,23V1201A1#1,VSP: Rockingham,Female,24,1
15D300193,01/15/2015 06:00:00 PM,VSP: Royalton,Accident - Property|Drive/Operate Under Influence,Unknown,Unknown,Unknown,23V1201,VSP: Royalton,Male,46,1
15D300197,01/15/2015 11:01:00 PM,VSP: Royalton,Accident - Property|Drive/Operate Under Influence,Reading,Windsor,Windsor,23V1201,VSP: Royalton,Male,26,1
15B300143,01/17/2015 04:37:00 AM,VSP: Bradford,Accident - Property|Drive/Operate Under Influence,Corinth,Orange,Orange,23V1201A1#3,VSP: Bradford,Male,44,1
15C100337,01/17/2015 05:32:00 PM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Pawlet,Rutland,Rutland,23V1201,VSP: Rutland,Female,23,1
15D100174,01/17/2015 11:22:00 PM,VSP: Rockingham,Accident - Injury|Drive/Operate Under Influence,Cavendish,Windsor,Windsor,23V1201A3#1,VSP: Rockingham,Male,19,1
15C200150,01/18/2015 12:01:00 AM,VSP: New Haven,Accident - Property|Drive/Operate Under Influence,Leicester,Addison,Addison,23V1201,VSP: New Haven,Male,29,1
15A200288,01/19/2015 11:35:00 PM,VSP: Saint Albans,Accident - Property|DLS|Accident - Property|Drive/Operate Under Influence,Montgomery,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,22,1
15A300366,01/20/2015 08:04:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Middlesex,Washington,Washington,23V1201,VSP: Middlesex,Male,33,1
15D200239,01/21/2015 09:42:00 PM,VSP: Brattleboro,Drive/Operate Under Influence|Accident - Property,Stratton,Windham,Windham,23V1201A2#3,VSP: Brattleboro,Male,40,1
15C200208,01/22/2015 08:52:00 PM,VSP: New Haven,Drive/Operate Under Influence|Accident - Property|Drug Crime - General,Ripton,Addison,Addison,23V1201,VSP: New Haven,Male,55,1
15A100395,01/24/2015 02:34:00 AM,VSP: Williston,Drive/Operate Under Influence|K9|Accident - Property,Jericho,Chittenden,Chittenden,23V1201,VSP: Williston,Male,24,1
15C100510,01/25/2015 12:59:00 AM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Male,46,1
15A200367,01/25/2015 03:59:00 AM,VSP: Saint Albans,Accident - Injury|Drive/Operate Under Influence,Georgia,Franklin,Franklin,23V1201A2#2,VSP: Saint Albans,Male,23,1
15D300354,01/25/2015 04:23:00 AM,VSP: Royalton,Drive/Operate Under Influence|Accident - Property,Bridgewater,Windsor,Windsor,23V1201,VSP: Royalton,Female,24,1
15C100550,01/26/2015 10:44:00 PM,VSP: Rutland,C&N Operation|Accident - Injury|Drive/Operate Under Influence,Killington,Rutland,Rutland,23V1201,VSP: Rutland,Female,45,1
15D300395,01/27/2015 03:46:00 PM,VSP: Royalton,Child Abuse/Neglect/Cruelty|Drive/Operate Under Influence|Accident - Injury,Hartland,Windsor,Windsor,23V1201,VSP: Royalton,Female,28,1
15A100482,01/28/2015 06:10:00 PM,VSP: Williston,Accident - Property|Drive/Operate Under Influence,Cambridge,Lamoille,Lamoille,23V1201,VSP: Williston,Male,58,1
15A300506,01/29/2015 09:17:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Moretown,Washington,Washington,23V1201,VSP: Middlesex,Female,29,1
15A300509,01/30/2015 02:19:00 AM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence,Montpelier,Washington,Washington,23V1201,VSP: Middlesex,Male,59,1
15A100548,02/01/2015 01:58:00 AM,VSP: Williston,Traffic Stop|Drive/Operate Under Influence|Accident - Injury,Williston,Chittenden,Chittenden,23V1201,VSP: Williston,Male,24,1
15A300549,02/01/2015 02:06:00 AM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Williamstown,Orange,Orange,23V1201,VSP: Middlesex,Male,22,1
15A300572,02/02/2015 12:14:00 AM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence|Traffic Stop,Middlesex,Washington,Washington,23V1201,VSP: Middlesex,Female,40,1
15D100347,02/02/2015 11:56:00 AM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence,Rockingham,Windham,Windham,23V1201,VSP: Rockingham,Female,56,1
15C100761,02/05/2015 04:59:00 PM,VSP: Rutland,Accident - Injury|Drive/Operate Under Influence|C&N Operation,Wells,Rutland,Rutland,23V1201,VSP: Rutland,Male,56,1
15B300304,02/07/2015 03:19:00 AM,VSP: Bradford,Accident - Property|Drive/Operate Under Influence,Newbury,Orange,Orange,23V1201A2#2,VSP: Bradford,Female,41,1
15C300400,02/07/2015 04:04:00 PM,VSP: Shaftsbury,Accident - Property|Drive/Operate Under Influence,Shaftsbury,Bennington,Bennington,23V1201A2#2,VSP: Shaftsbury,Male,28,1
15D200414,02/07/2015 06:26:00 PM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence,Guilford,Windham,Windham,23V1201,VSP: Brattleboro,Male,54,1
15D200419,02/08/2015 01:50:00 AM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence,Whitingham,Windham,Windham,23V1201,VSP: Brattleboro,Male,32,1
15A200636,02/08/2015 08:06:00 PM,VSP: Saint Albans,Drive/Operate Under Influence|Accident - Property,Sheldon,Franklin,Franklin,23V1201,VSP: Saint Albans,Female,30,1
15B204280,02/09/2015 10:50:00 PM,VSP: Derby,Drive/Operate Under Influence|Accident - Property,Barton,Orleans,Orleans,23V1201,VSP: Derby,Male,33,1
15B200435,02/10/2015 09:16:00 PM,VSP: Derby,Accident - Injury|Attempting to Elude Police|Drive/Operate Under Influence,Troy,Orleans,Orleans,23V1201,VSP: Derby,Male,30,1
15C300480,02/13/2015 09:40:00 AM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Property,Pownal,Bennington,Bennington,23V1201A3#1,VSP: Shaftsbury,Male,37,1
15A100851,02/13/2015 07:13:00 PM,VSP: Williston,DLS|K9|Accident - Property|Drive/Operate Under Influence,Richmond,Chittenden,Chittenden,23V1201,VSP: Williston,Female,30,1
15A100856,02/13/2015 11:48:00 PM,VSP: Williston,Drive/Operate Under Influence|False Information to Police|Accident - Property|Accident - Property,Unknown,Unknown,Unknown,23V1201,VSP: Williston,Male,43,1
15A200710,02/14/2015 02:05:00 AM,VSP: Saint Albans,Drive/Operate Under Influence|Accident - Property,Georgia,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,52,1
15D100534,02/18/2015 05:32:00 PM,VSP: Rockingham,Accident - Injury|Drive/Operate Under Influence|C&N Operation|Traffic Stop,Weathersfield,Windsor,Windsor,23V1201A1#1,VSP: Rockingham,Female,44,1
15B200533,02/19/2015 12:40:00 AM,VSP: Derby,Drive/Operate Under Influence|Accident - Property,Holland,Orleans,Orleans,23V1201,VSP: Derby,Male,47,1
15D300772,02/19/2015 01:09:00 AM,VSP: Royalton,Drive/Operate Under Influence|Accident - Property,Hartland,Windsor,Windsor,23V1201,VSP: Royalton,Male,35,1
15C200550,02/21/2015 11:00:00 PM,VSP: New Haven,Drive/Operate Under Influence|Accident - Property,Ripton,Addison,Addison,23V1201,VSP: New Haven,Male,45,1
15A101053,02/21/2015 11:11:00 PM,VSP: Williston,Accident - Property|Drive/Operate Under Influence,Unknown,Unknown,Unknown,23V1201,VSP: Williston,Female,28,1
15C200551,02/21/2015 11:25:00 PM,VSP: New Haven,Accident - Property|Drive/Operate Under Influence,Ferrisburgh,Addison,Addison,23V1201,VSP: New Haven,Male,60,1
15B100585,02/21/2015 11:46:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Lyndon,Caledonia,Caledonia,23V1201A1#1/R,VSP: Saint Johnsbury,Male,26,1
15C300586,02/22/2015 12:59:00 AM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Property,Arlington,Bennington,Bennington,23V1201A2#2,VSP: Shaftsbury,Male,22,1
15A101109,02/25/2015 01:03:00 AM,VSP: Williston,Accident - Property|Drive/Operate Under Influence|Traffic Stop,Colchester,Chittenden,Chittenden,23V1201,VSP: Williston,Female,56,1
15D200633,02/27/2015 08:09:00 PM,VSP: Brattleboro,Child Abuse/Neglect/Cruelty|Drive/Operate Under Influence|Accident - Injury,Townshend,Windham,Windham,23V1201A3#1,VSP: Brattleboro,Male,33,1
15B100666,03/02/2015 08:20:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,St. Johnsbury,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Male,51,1
15B200677,03/05/2015 11:57:00 PM,VSP: Derby,Drive/Operate Under Influence|C&N Operation|Accident - Property,Coventry,Orleans,Orleans,23V1201,VSP: Derby,Male,31,1
15B100701,03/06/2015 07:56:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|DLS|Violate Conditions of Release|Accident - Property,Sheffield,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Male,46,1
15D100719,03/07/2015 09:51:00 PM,VSP: Rockingham,Drive/Operate Under Influence|Accident - Property,Springfield,Windsor,Windsor,23V1201A1#1,VSP: Rockingham,Female,28,1
15A301164,03/08/2015 11:00:00 PM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence,Warren,Washington,Washington,23V1201,VSP: Middlesex,Male,32,1
15C101444,03/10/2015 09:36:00 PM,VSP: Rutland,Accident - Injury|Drive/Operate Under Influence,Shrewsbury,Rutland,Rutland,23V1201,VSP: Rutland,Male,67,1
15B300504,03/11/2015 04:45:00 PM,VSP: Bradford,Accident - Injury|Drive/Operate Under Influence|Liquor Violations|Accident - Property|C&N Operation,Ryegate,Caledonia,Caledonia,23V1201,VSP: Bradford,Male,20,1
15B200737,03/11/2015 08:20:00 PM,VSP: Derby,Drive/Operate Under Influence|Accident - Property,Brownington,Orleans,Orleans,23V1201,VSP: Derby,Male,41,1
15A201180,03/14/2015 03:34:00 AM,VSP: Saint Albans,Drive/Operate Under Influence|Accident - Property,Montgomery,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,21,1
15C101511,03/14/2015 02:48:00 PM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Middletown Springs,Rutland,Rutland,23V1201,VSP: Rutland,Male,69,1
15B200823,03/17/2015 11:35:00 PM,VSP: Derby,Accident - Property|Drive/Operate Under Influence,Derby,Orleans,Orleans,23V1201,VSP: Derby,Male,32,1
15D200786,03/21/2015 02:22:00 AM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence,Marlboro,Windham,Windham,23V1201,VSP: Brattleboro,Female,18,1
15C101613,03/21/2015 03:10:00 PM,VSP: Rutland,Drive/Operate Under Influence|DLS|Accident - Property,Clarendon,Rutland,Rutland,23V1201,VSP: Rutland,Male,57,1
15B300573,03/22/2015 02:02:00 PM,VSP: Bradford,Accident - Property|Drive/Operate Under Influence,Fairlee,Orange,Orange,23V1201,VSP: Bradford,Male,33,1
15B100882,03/23/2015 06:32:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Lyndon,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Male,19,1
15A101561,03/28/2015 12:05:00 AM,VSP: Williston,Accident - Property|Drive/Operate Under Influence,Charlotte,Chittenden,Chittenden,23V1201,VSP: Williston,Male,42,1
15B200944,03/28/2015 06:25:00 PM,VSP: Derby,Accident - Injury|Drive/Operate Under Influence,Coventry,Orleans,Orleans,23V1201,VSP: Derby,Male,67,1
15B300625,03/29/2015 07:10:00 PM,VSP: Bradford,Accident - Property|C&N Operation|Drive/Operate Under Influence,Fairlee,Orange,Orange,23V1201B1#2/R,VSP: Bradford,Female,31,1
15C101790,03/29/2015 07:52:00 PM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Wallingford,Rutland,Rutland,23V1201,VSP: Rutland,Male,27,1
15B100962,04/01/2015 05:25:00 PM,VSP: Saint Johnsbury,Accident - Property|Drive/Operate Under Influence,Newark,Caledonia,Caledonia,23V1201,VSP: Saint Johnsbury,Male,45,1
15C200944,04/01/2015 08:45:00 PM,VSP: New Haven,Accident - Property|Drive/Operate Under Influence,Bridport,Addison,Addison,23V1201,VSP: New Haven,Male,20,1
15D301383,04/02/2015 11:09:00 PM,VSP: Royalton,Drive/Operate Under Influence|Accident - Injury,Rochester,Windsor,Windsor,23V1201,VSP: Royalton,Male,27,1
15A101693,04/04/2015 01:02:00 AM,VSP: Williston,Accident - Injury|Drive/Operate Under Influence,Waterville,Lamoille,Lamoille,23V1201,VSP: Williston,Male,28,1
15D200922,04/06/2015 10:31:00 PM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence,Dummerston,Windham,Windham,23V1201,VSP: Brattleboro,Female,56,1
15C101962,04/09/2015 01:15:00 AM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Mendon,Rutland,Rutland,23V1201,VSP: Rutland,Male,30,1
15A201572,04/09/2015 08:22:00 AM,VSP: Saint Albans,Accident - Property|Drive/Operate Under Influence,Georgia,Franklin,Franklin,23V1201A2#2,VSP: Saint Albans,Female,49,1
15A201586,04/10/2015 12:05:00 PM,VSP: Saint Albans,Accident - Injury|Drive/Operate Under Influence,Sheldon,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,34,1
15A201599,04/11/2015 02:52:00 AM,VSP: Saint Albans,Accident - Property|Drive/Operate Under Influence|Accident - Property,Unknown,Unknown,Unknown,23V1201,VSP: Saint Albans,Male,45,1
15A301667,04/11/2015 04:24:00 AM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Middlesex,Washington,Washington,23V1201,VSP: Middlesex,Female,26,1
15A301678,04/11/2015 09:20:00 PM,VSP: Middlesex,Accident - Property|C&N Operation|Drive/Operate Under Influence|Attempting to Elude Police,Berlin,Washington,Washington,23V1201,VSP: Middlesex,Female,24,1
15C301066,04/12/2015 04:56:00 PM,VSP: Shaftsbury,Accident - Injury|C&N Operation|Drive/Operate Under Influence,Woodford,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,30,1
15B201126,04/12/2015 10:38:00 PM,VSP: Derby,Drive/Operate Under Influence|Accident - Property,Irasburg,Orleans,Orleans,23V1201,VSP: Derby,Male,25,1
15C201092,04/14/2015 05:36:00 PM,VSP: New Haven,Drive/Operate Under Influence|DLS|Accident - Fatal,Weybridge,Addison,Addison,23V1201A2#1/F,VSP: New Haven,Male,28,1
15C201092,04/14/2015 05:36:00 PM,VSP: New Haven,Drive/Operate Under Influence|DLS|Accident - Fatal,Weybridge,Addison,Addison,23V1201A2#1/F,VSP: New Haven,Male,53,1
15C201131,04/17/2015 08:37:00 PM,VSP: New Haven,Drive/Operate Under Influence|Accident - Injury,Panton,Addison,Addison,23V1201,VSP: New Haven,Male,30,1
15D301601,04/18/2015 01:18:00 PM,VSP: Royalton,Drive/Operate Under Influence|Accident - Injury,Royalton,Windsor,Windsor,23V1201,VSP: Royalton,Female,55,1
15D201025,04/18/2015 09:00:00 PM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence|Child Abuse/Neglect/Cruelty,Guilford,Windham,Windham,23V1201A1#1/R,VSP: Brattleboro,Female,29,1
15D201058,04/21/2015 07:51:00 PM,VSP: Brattleboro,Accident - Injury|Drive/Operate Under Influence,Newfane,Windham,Windham,23V1201,VSP: Brattleboro,Female,45,1
15D101236,04/22/2015 12:55:00 AM,VSP: Rockingham,Drive/Operate Under Influence|Accident - Property,Springfield,Windsor,Windsor,23V1201,VSP: Rockingham,Male,38,1
15A301899,04/26/2015 02:55:00 AM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Marshfield,Washington,Washington,23V1201,VSP: Middlesex,Male,26,1
15B101206,04/26/2015 04:45:00 AM,VSP: Saint Johnsbury,Accident - Property|Drive/Operate Under Influence,Waterford,Caledonia,Caledonia,23V1201A2#1,VSP: Saint Johnsbury,Male,21,1
15A301971,04/29/2015 06:52:00 PM,VSP: Middlesex,Accident - Property|Drive/Operate Under Influence,Washington,Orange,Orange,23V1201,VSP: Middlesex,Male,53,1
15C201274,04/30/2015 01:57:00 AM,VSP: New Haven,Accident - Property|Drive/Operate Under Influence,Starksboro,Addison,Addison,23V1201,VSP: New Haven,Female,37,1
15A301988,04/30/2015 11:15:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Williamstown,Orange,Orange,23V1201,VSP: Middlesex,Female,19,1
15B201333,05/03/2015 04:15:00 AM,VSP: Derby,Drive/Operate Under Influence|Accident - Property,Newport City,Orleans,Orleans,23V1201,VSP: Derby,Male,22,1
15A202079,05/08/2015 09:08:00 PM,VSP: Saint Albans,Accident - Property|Drive/Operate Under Influence,Berkshire,Franklin,Franklin,23V1201,VSP: Saint Albans,Female,37,1
15A102323,05/08/2015 11:21:00 PM,VSP: Williston,Accident - Injury|Drive/Operate Under Influence|Traffic Stop,Colchester,Chittenden,Chittenden,23V1201,VSP: Williston,Male,25,1
15D101428,05/09/2015 09:16:00 PM,VSP: Rockingham,Accident - Property|Drive/Operate Under Influence,Londonderry,Windham,Windham,23V1201B1#2/R,VSP: Rockingham,Female,27,1
15B101356,05/10/2015 01:25:00 AM,VSP: Saint Johnsbury,Accident - Property|Drive/Operate Under Influence,Burke,Caledonia,Caledonia,23V1201A1#1,VSP: Saint Johnsbury,Male,29,1
15C301350,05/10/2015 02:01:00 PM,VSP: Shaftsbury,Drive/Operate Under Influence|Accident - Property|Traffic Stop|DLS,Shaftsbury,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,60,1
15D101460,05/12/2015 07:35:00 PM,VSP: Rockingham,Accident - Injury|DLS|Drive/Operate Under Influence|Traffic Stop,Westminster,Windham,Windham,23V1201,VSP: Rockingham,Male,29,1
15A202181,05/16/2015 05:36:00 AM,VSP: Saint Albans,Accident - Property|Drive/Operate Under Influence,Unknown,Unknown,Unknown,23V1201,VSP: Saint Albans,Male,31,1
15A102438,05/16/2015 09:37:00 AM,VSP: Williston,Drive/Operate Under Influence|Accident - Property,Cambridge,Lamoille,Lamoille,23V1201,VSP: Williston,Female,53,1
15A302289,05/17/2015 12:59:00 AM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Property,Waterbury,Washington,Washington,23V1201,VSP: Middlesex,Male,51,1
15C201450,05/17/2015 01:00:00 AM,VSP: New Haven,Drive/Operate Under Influence|Accident - Injury,Addison,Addison,Addison,23V1201,VSP: New Haven,Male,27,1
15A102449,05/17/2015 01:58:00 AM,VSP: Williston,Drive/Operate Under Influence|Accident - Property,Underhill,Chittenden,Chittenden,23V1201,VSP: Williston,Male,30,1
15C102739,05/21/2015 01:07:00 AM,VSP: Rutland,Drive/Operate Under Influence|Accident - Property,Mount Tabor,Rutland,Rutland,23V1201,VSP: Rutland,Male,58,1
15D201352,05/23/2015 10:34:00 PM,VSP: Brattleboro,Accident - Property|Drive/Operate Under Influence,Marlboro,Windham,Windham,23V1201,VSP: Brattleboro,Male,41,1
15A302424,05/24/2015 12:40:00 AM,VSP: Middlesex,Accident - Injury|Drive/Operate Under Influence,Cabot,Washington,Washington,23V1201,VSP: Middlesex,Male,37,1
15A302435,05/24/2015 07:29:00 PM,VSP: Middlesex,Accident - Injury|Drive/Operate Under Influence|C&N Operation,Waterbury,Washington,Washington,23V1201,VSP: Middlesex,Male,53,1
15D302134,05/25/2015 05:28:00 PM,VSP: Royalton,Drive/Operate Under Influence|Accident - Property,Strafford,Orange,Orange,23V1201,VSP: Royalton,Female,67,1
15D302135,05/25/2015 06:24:00 PM,VSP: Royalton,Accident - Injury|DLS|Drive/Operate Under Influence,Strafford,Orange,Orange,23V1201,VSP: Royalton,Female,53,1
15B101523,05/27/2015 09:20:00 PM,VSP: Saint Johnsbury,Accident - Property|Drive/Operate Under Influence,Guildhall,Essex,Essex,23V1201A1#1,VSP: Saint Johnsbury,Male,28,1
15B101523,05/27/2015 09:20:00 PM,VSP: Saint Johnsbury,Drive/Operate Under Influence|Accident - Property,Guildhall,Essex,Essex,23V1201A1#1,VSP: Saint Johnsbury,Male,28,1
15A102687,05/28/2015 09:00:00 PM,VSP: Williston,Accident - Property|Drive/Operate Under Influence,Westford,Chittenden,Chittenden,23V1201,VSP: Williston,Male,37,1
15A102707,05/29/2015 10:27:00 PM,VSP: Williston,Accident - Injury|Drive/Operate Under Influence|Traffic Stop,Jericho,Chittenden,Chittenden,23V1201,VSP: Williston,Male,44,1
15C301595,05/30/2015 04:33:00 AM,VSP: Shaftsbury,Accident - Property|Drive/Operate Under Influence|Drugs - Other,Pownal,Bennington,Bennington,23V1201,VSP: Shaftsbury,Male,21,1
15B301093,05/31/2015 12:13:00 AM,VSP: Bradford,Accident - Property|Drive/Operate Under Influence,Newbury,Orange,Orange,23V1201,VSP: Bradford,Female,30,1
15A102753,06/01/2015 04:55:00 PM,VSP: Williston,Accident - Property|Drive/Operate Under Influence,Unknown,Unknown,Unknown,23V1201A2#3,VSP: Williston,Male,49,1
15A202485,06/02/2015 09:33:00 PM,VSP: Saint Albans,Accident - Property|Drive/Operate Under Influence,Sheldon,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,57,1
15A302608,06/02/2015 10:30:00 PM,VSP: Middlesex,Drive/Operate Under Influence|Accident - Injury|C&N Operation,East Montpelier,Washington,Washington,23V1201,VSP: Middlesex,Male,21,1
15A202529,06/05/2015 05:04:00 AM,VSP: Saint Albans,Drive/Operate Under Influence|Accident - Property|Traffic Stop,Fairfield,Franklin,Franklin,23V1201,VSP: Saint Albans,Male,22,1
